,Title,Year Published,Min Players,Max Players,Best Players,Play Time,Age,Complexity,Designers,Artists,Publishers,Categories,Mechanisms
59,Pandemic,(2008),2,4,4,"[45, 45]",8,2.43,[Matt Leacock],"[Josh Cappel, Christian Hanisch, Régis Moulun, Chris Quilliams, Tom Thiel]","[Z-Man Games, (Unknown), Albi, Asterion Press, Brain Games, Devir, Filosofia Éditions, Gém Klub Kft., Hobby Japan, HomoLudicus, Jolly Thinkers, Kaissa Chess & Games, Korea Boardgames co., Ltd., Lacerta, Lautapelit.fi, Lifestyle Boardgames Ltd, MINDOK, Nordic Games GmbH, Paladium Games, Pegasus Spiele, Quined White Goblin Games, Stratelibri, Wargames Club Publishing, White Goblin Games, Взрослые дети]",[Medical],"[Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers]"
60,Castles of Mad King Ludwig,(2014),1,4,4,"[90, 90]",13,2.66,[Ted Alspach],"[Keith Curtis, Agnieszka Dabrowiecka, Ollin Timm]","[Arclight, Bézier Games, Inc., Competo / Marektoy, Gemenot, MINDOK, MYBG Co., Ltd., Planszoweczka.pl, Viravi Edicions]",[Post-Napoleonic],"[Card Drafting, Pattern Building, Set Collection, Tile Placement]"
61,Descent: Journeys in the Dark (Second Edition),(2012),2,5,5,"[120, 120]",14,3.19,"[Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson]","[Alex Aparin, Devon Caddy-Lee, Sylvain Decaux, Tod Gelle, Charlène le Scanff, Henning Ludvigsen, Dallas Mehlhoff, Allison Theus, Sandara Tang Sin Yun]","[Fantasy Flight Games, ADC Blackfire Entertainment, Arclight, Edge Entertainment, Galakta, Giochi Uniti, Heidelberger Spieleverlag, Hobby World, Wargames Club Publishing]","[Adventure, Exploration, Fantasy, Fighting, Miniatures]","[Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers]"
62,Crokinole,(1876),2,4,4,"[30, 30]",8,1.29,[(Uncredited)],[],"[(Public Domain), Carrom Company, Cogitate Games, Crokinole World, Felsberger, Ferti, Hilinski Brothers, Industries Prince, Inc., John Jaques of London, Mayday Games, Mitra, Mr. Crokinole, Muzzies' Country Lane Woodshop, Noris Spiele, Tischlerei Knels & Jeske GmbH, Willard]",[Action / Dexterity],[Partnerships]
63,Mombasa,(2015),2,4,4,"[75, 150]",12,3.86,[Alexander Pfister],"[Klemens Franz, Andreas Resch]","[eggertspiele, Albi, Bright World Games, Delta Vision Publishing, The Game Master BV, Gigamic, Lacerta, LudoSentinel, Meeple BR Jogos, Pegasus Spiele, R&R Games, uplay.it edizioni]",[Economic],"[Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement]"
64,Troyes,(2010),1,4,3,"[90, 90]",12,3.46,"[Sébastien Dujardin, Xavier Georges, Alain Orban]",[Alexandre Roche],"[Pearl Games, Asmodee, REBEL.pl, uplay.it edizioni, Z-Man Games]","[Dice, Economic, Medieval]","[Area Control / Area Influence, Dice Rolling, Worker Placement]"
65,War of the Ring (first edition),(2004),2,4,2,"[180, 180]",12,3.84,"[Roberto Di Meglio, Marco Maggi, Francesco Nepitello]","[John Howe, Matteo Macchi, Fabio Maiorana, Mizio Mencarini, Bob Naismith]","[Ares Games, Asmodee, Devir, Fantasy Flight Games, Fantasy Shop, Galakta, Heidelberger Spieleverlag, Nexus, Phalanx Games B.V., Red Glove, Sophisticated Games, Tilsit]","[Adventure, Dice, Fantasy, Novel-based, Territory Building, Wargame]","[Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management]"
66,The Resistance: Avalon,(2012),5,10,7–8,"[30, 30]",13,1.77,[Don Eskridge],"[Luis Francisco, George Patsouras, Rafał Szyma]","[Indie Boards & Cards, Devir, Edge Entertainment, Heidelberger Spieleverlag, Hobby Japan, Kaissa Chess & Games, Portal Games, Raven Distribution, Wargames Club Publishing]","[Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game]","[Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting]"
67,A Game of Thrones: The Board Game (Second Edition),(2011),3,6,6,"[120, 240]",14,3.64,[Christian T. Petersen],"[Tomasz Jedruszek, Henning Ludvigsen]","[Fantasy Flight Games, ADC Blackfire Entertainment, cutia.ro, Delta Vision Publishing, Edge Entertainment, Fantasmagoria, Galakta, Galápagos Jogos, Game Harbor, Giochi Uniti, Heidelberger Spieleverlag, Hobby World, Korea Boardgames co., Ltd., Monkey Time, Stratelibri]","[Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame]","[Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers]"
68,Arcadia Quest,(2014),2,4,4,"[60, 60]",13,2.55,"[Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret]","[Andrea Cofrancesco, Mathieu Harlaut]","[Asmodee, Asterion Press, CMON Limited, Edge Entertainment, Galápagos Jogos, Spaghetti Western Games]","[Adventure, Fantasy, Fighting, Miniatures]","[Dice Rolling, Grid Movement, Modular Board, Variable Player Powers]"
69,Alchemists,(2014),2,4,4,"[120, 120]",13,3.78,[Matúš Kotry],[David Cochard],"[Arclight, Cranio Creations, Czech Games Edition, Devir, The Game Master BV, Heidelberger Spieleverlag, IELLO, Korea Boardgames co., Ltd., Lex Games, MINDOK, REBEL.pl]","[Deduction, Fantasy]","[Action Point Allowance System, Card Drafting, Hand Management, Worker Placement]"
70,Stone Age,(2008),2,4,4,"[60, 90]",10,2.50,[Bernd Brunnhofer],[Michael Menzel],"[Hans im Glück Verlags-GmbH, 999 Games, Bard Centrum Gier, Devir, Filosofia Éditions, Kaissa Chess & Games, Korea Boardgames co., Ltd., Lautapelit.fi, MINDOK, Piatnik, Rio Grande Games, Stupor Mundi, Swan Panasia Co., Ltd., Z-Man Games, Zvezda]","[Dice, Prehistoric]","[Dice Rolling, Set Collection, Worker Placement]"
71,Ora et Labora,(2011),1,4,3,"[60, 180]",13,3.89,[Uwe Rosenberg],[Klemens Franz],"[Lookout Games, 999 Games, Filosofia Éditions, Game Harbor, Hobby Japan, HomoLudicus, Lacerta, uplay.it edizioni, Z-Man Games]","[City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building]","[Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement]"
72,Kemet,(2012),2,5,4–5,"[90, 120]",13,2.98,"[Jacques Bariot, Guillaume Montiage]","[Dimitri Bielak, Emile Denis, Nicolas Fructus]","[Matagot, Asmodee, Asterion Press, Galápagos Jogos, Pegasus Spiele, REBEL.pl]","[Ancient, Fighting, Miniatures, Mythology]","[Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting]"
73,Legendary Encounters: An Alien Deck Building Game,(2014),1,5,3,"[45, 45]",17,2.70,"[Ben Cichoski, Daniel Mandel]",[],[Upper Deck Entertainment],"[Card Game, Horror, Movies / TV / Radio theme, Science Fiction]","[Card Drafting, Co-operative Play, Deck / Pool Building, Player Elimination, Variable Player Powers]"
74,Nations,(2013),1,5,3,"[40, 200]",14,3.53,"[Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén]","[Ossi Hiekkala, Jere Kasanen, Paul Laane, Frida Lögdberg]","[Lautapelit.fi, Asmodee, Asterion Press, REBEL.pl, Ystari Games]","[Card Game, Civilization, Economic]","[Card Drafting, Variable Player Powers]"
75,The Gallerist,(2015),1,4,4,"[60, 150]",13,4.28,[Vital Lacerda],[Ian O'Toole],"[Eagle-Gryphon Games, Fire on Board Jogos, Giochix.it]",[Economic],"[Commodity Speculation, Set Collection]"
76,Suburbia,(2012),1,4,3,"[90, 90]",8,2.78,[Ted Alspach],"[Ted Alspach, Klemens Franz, Ollin Timm]","[Bézier Games, Inc., Arclight, Cosmodrome Games, Lookout Games, Planszoweczka.pl, uplay.it edizioni, Ystari Games]","[City Building, Economic]","[Card Drafting, Set Collection, Tile Placement]"
77,Commands & Colors: Ancients,(2006),2,2,2,"[60, 60]",12,2.69,[Richard Borg],[Rodger B. MacGowan],"[GMT Games, Wargames Club Publishing]","[Ancient, Wargame]","[Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board]"
78,Paths of Glory,(1999),2,2,2,"[480, 480]",14,3.80,[Ted Raicer],"[Rodger B. MacGowan, Mark Simonitch]","[Devir, GMT Games, Udo Grebe Gamedesign, Wargames Club Publishing, Wydawnictwo Gołębiewski]","[Wargame, World War I]","[Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement]"
79,Star Realms,(2014),2,2,2,"[20, 20]",12,1.97,"[Robert Dougherty, Darwin Kastle]",[Vito Gesualdi],"[White Wizard Games, ADC Blackfire Entertainment, ADC Blackfire Entertainment GmbH, Broadway Toys LTD, Devir, Hobby World, IELLO]","[Card Game, Fighting, Science Fiction]","[Card Drafting, Deck / Pool Building, Player Elimination, Take That]"
80,Railways of the World,(2005),2,6,5,"[120, 120]",10,3.03,"[Glenn Drover, Martin Wallace]","[Kurt Miller, Paul Niemeyer, David Oram]","[Eagle-Gryphon Games, Edge Entertainment, Winsome Games]","[Trains, Transportation, Video Game Theme]","[Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement]"
81,Combat Commander: Europe,(2006),2,2,2,"[60, 180]",12,3.21,[Chad Jensen],"[Lee Brimmicombe-Wood, Chad Jensen, Rodger B. MacGowan, Leland Myrick, Mark Simonitch]","[GMT Games, Devir]","[Wargame, World War II]","[Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order]"
82,Ticket to Ride: Europe,(2005),2,5,4,"[30, 60]",8,1.97,[Alan R. Moon],"[Cyrille Daujean, Julien Delval]","[ADC Blackfire Entertainment, Asterion Press, Bergsala Enigma, Compaya.hu - Gamer Café Kft., Days of Wonder, Edge Entertainment, Galápagos Jogos, Gém Klub Kft., Hobby Japan, Hobby World, Kaissa Chess & Games, Lautapelit.fi, Nordic Games GmbH, REBEL.pl, Runadrake, Smart Ltd]","[Trains, Travel]","[Card Drafting, Hand Management, Route/Network Building, Set Collection]"
83,Chaos in the Old World,(2009),3,4,4,"[60, 120]",13,3.17,[Eric M. Lang],"[Tim Arney-O'Neil, Kevin Childress, Andrew Navaro, Brian Schomburg, WiL Springer]","[Edge Entertainment, Fantasy Flight Games, Galakta, Heidelberger Spieleverlag, Hobby Japan, Nexus]","[Fantasy, Fighting, Horror, Mythology, Wargame]","[Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers]"
84,Forbidden Stars,(2015),2,4,3,"[120, 180]",14,3.73,"[Samuel Bailey, James Kniffen, Corey Konieczka]",[],"[Asterion Press, Edge Entertainment, Fantasy Flight Games, Galakta, Heidelberger Spieleverlag]","[Bluffing, Dice, Fighting, Miniatures, Science Fiction, Wargame]","[Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers]"
85,Steam,(2009),3,5,4,"[90, 90]",10,3.45,[Martin Wallace],"[John Austin, Jared Blando, Craig Hamilton, Christopher Moeller]","[Mayfair Games, Devir, Edge Entertainment, Hobby World, PHALANX, Phalanx Games B.V., Phalanx Games Deutschland, Swan Panasia Co., Ltd.]","[Economic, Trains, Transportation]","[Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement]"
86,Cosmic Encounter,(2008),3,5,5,"[60, 120]",12,2.55,"[Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson]","[Andrew Navaro, Ryan Barger, Felicia Cano, Sabe Lewellen, Henning Ludvigsen, Brian Schomburg, WiL Springer]","[Fantasy Flight Games, Arclight, Asterion Press, Edge Entertainment, Galakta, Heidelberger Spieleverlag, House of Monks]","[Bluffing, Negotiation, Science Fiction, Space Exploration]","[Hand Management, Partnerships, Take That, Variable Player Powers]"
87,Santorini,(2017),2,4,2,"[20, 20]",8,1.86,[Gord!],"[Lina Cossette, David Forest]",[Roxley Games],"[Abstract Strategy, Ancient, Mythology]","[Grid Movement, Tile Placement, Variable Player Powers]"
88,Goa,(2004),2,4,4,"[90, 90]",12,3.39,[Rüdiger Dorn],[Oliver Freudenreich],"[Hans im Glück Verlags-GmbH, 999 Games, Asterion Press, Filosofia Éditions, HomoLudicus, Lacerta, Lookout Games, Rio Grande Games, Z-Man Games]","[Economic, Farming, Nautical, Renaissance]","[Auction/Bidding, Hand Management, Press Your Luck]"
89,Istanbul,(2014),2,5,4,"[40, 60]",10,2.62,[Rüdiger Dorn],"[Andreas Resch, Hans-Georg Schneider]","[Pegasus Spiele, Albi, Alderac Entertainment Group (AEG), Asterion Press, Devir, Grow Jogos e Brinquedos, Hobby Japan, Lex Games, Matagot, Piatnik, Portal Games, Swan Panasia Co., Ltd., White Goblin Games]","[Arabian, Economic]","[Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver]"
90,Viticulture,(2013),2,6,3–4,"[90, 90]",13,2.93,"[Jamey Stegmaier, Alan Stone]",[Beth Sobel],"[One Moment Games, Stonemaier Games]","[Economic, Farming]","[Hand Management, Worker Placement]"
91,Splendor,(2014),2,4,3,"[30, 30]",10,1.84,[Marc André],[Pascal Quidault],"[Space Cowboys, Asmodee, Asterion Press, Broadway Toys LTD, Filosofia Éditions, Galápagos Jogos, Gém Klub Kft., GoKids 玩樂小子, Hobby Japan, Kaissa Chess & Games, Korea Boardgames co., Ltd., Lautapelit.fi, REBEL.pl, Siam Board Games]","[Card Game, Economic, Renaissance]","[Card Drafting, Set Collection]"
92,The Princes of Florence,(2000),2,5,5,"[75, 100]",12,3.25,"[Wolfgang Kramer, Richard Ulrich, Jens Christopher Ulrich]","[Arnaud Demaegd, Eckhard Freytag, Wolfgang Kramer, Richard Ulrich, Franz Vohwinkel]","[alea, Ravensburger Spieleverlag GmbH, Excalibur (Board Game), Korea Boardgames co., Ltd., Lacerta, Nexus, Pro Ludo, Quined Games, Quined White Goblin Games, Rio Grande Games, Wargames Club Publishing, Ystari Games]","[City Building, Renaissance]","[Auction/Bidding, Tile Placement]"
93,The Lord of the Rings: The Card Game,(2011),1,2,2,"[60, 60]",13,3.11,[Nate French],"[Even Mehl Amundsen, Erfian Asafat, Tiziano Baracchi, Ryan Barger, Sara Biddle, Yoann Boissonnet, Leonardo Borazio, Noah Bradley, Marco Caradonna, Kevin Childress, Anna Christenson, West Clendinning, Nicholas Cloister, Soul Core, Daarken, Katherine  Dinger, Empty Room Studios, Loren Fetterman, Tony Foti, Tom Garden, Kristina Gehrmann, Lucas Graciano, Margaret Hardy, Jeff Himmelman, David Horne, Ijur, Dominik Kasprzycki, Kaya, Igor Kieryluk, Mathias Kollros, Lius Lasahido, David Lecossu, Henning Ludvigsen, Daryl Mandryk, Mike Nash, David A. Nash, Winona Nelson, Andrew Olson, Gabrielle Portal, Rio Sabda, Alexandru Sabo, Amanda Sartor, Marc Scheff, Alexandr Shaldin, John Stanko, Matthew Starbuck, Florian Stitz, Nikolay Stoyanov, Angela Sung, Fredrik Tyskerud, Santiago Villa, Magali Villeneuve, Frank Walls, Jason Ward, Drew Whitmore, John Wigley, Mark Winters, Sandara Tang Sin Yun, Jen Zee, Ben Zweifel]","[ADC Blackfire Entertainment, Edge Entertainment, Fantasy Flight Games, Galakta, Galápagos Jogos, Game Harbor, Heidelberger Spieleverlag, Stratelibri]","[Card Game, Collectible Components, Fantasy, Novel-based]","[Co-operative Play, Hand Management, Variable Player Powers]"
94,Age of Steam,(2002),1,6,4,"[120, 120]",13,3.93,[Martin Wallace],"[Sean Brown, Peter Dennis, Paul Niemeyer]","[Warfrog Games, Arclight, CZ Cloud Soft Co. Ltd, Eagle-Gryphon Games, Pegasus Spiele, Quined White Goblin Games, Wargames Club Publishing, Winsome Games]","[Economic, Trains, Transportation]","[Auction/Bidding, Dice Rolling, Player Elimination, Route/Network Building, Tile Placement]"
95,Mage Wars Arena,(2012),2,2,2,"[90, 90]",13,3.62,"[Bryan Pope, Benjamin Pope]","[Drew Baker, Tiziano Baracchi, Claire Beard, Leonardo Borazio, Jason Engle, Mariusz Gandzel, John Guytan, Diego Gisbert Llorens, Raven Mimura, Jim Pavelec, Roberto Pitturru, R. K. Post, Maichol Quinto, Chris Seaman, Craig J. Spearing, Ron Spencer, John Stanko, Christophe Swal, Peter Tikos, Vari, Darek Zabrocki]","[Arcane Wonders, Asterion Press, Devir, Game Harbor, Games Factory Publishing, Marabunta, Pegasus Spiele, Zvezda]","[Card Game, Fantasy, Fighting]","[Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers]"
96,La Granja,(2014),1,4,4,"[90, 120]",12,3.58,"[Michael Keller (II), Andreas ""ode."" Odendahl]",[Harald Lieske],"[Spielworxx, Stronghold Games, 999 Games, G3, LudoSentinel, PD-Verlag, Pearl Games]","[Economic, Farming]","[Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement]"
97,Hansa Teutonica,(2009),2,5,5,"[45, 90]",12,3.13,[Andreas Steding],[Dennis Lohausen],"[999 Games, Argentum Verlag, Egmont Polska, Z-Man Games]",[Renaissance],"[Action Point Allowance System, Area Control / Area Influence, Point to Point Movement, Route/Network Building]"
98,Go,(-2200),2,2,2,"[90, 90]",8,3.97,[(Uncredited)],"[Barbro Hennius, Norman Sommer]","[(Public Domain), (Unknown), 3M, Alga, Ariel, Avalon Hill, Barnes & Noble, Borras Plana S.A., Carlton Books, Cathay, Cayro Juegos, CHH Games, Copp Clark Publishing Company, Creative Crafthouse, Crisloid, Dal Negro, Dilemma Games, Dujardin, Dynamic Games / Dynamic Design Industries, E.S. Lowe, Fame Products, The Game Crafter, LLC, The Game Keeper, Inc., Gammon Games, General Sportcraft Company, Gentosha Education, Geoludie, Ha Ha Sisters LLC, Hartung-Spiele, Hausser, Hebsacker Verlag, HEMA, Hobby, Ishi Press International, J.P. Raymond Rivarola, Japan Publications, Inc., John N. Hansen Co., Inc., Jumbo, L'Impensé Radical, L. P. Septímio, Longfield Games, Michael Stanfield, Milton Bradley, Mitra, Mitsubishi Fuso, Monkey Pod Games, nestorgames, Otto Maier Verlag, Pacific Game Company, Philos, Play All Day Games, Ravensburger Spieleverlag GmbH, Reiss Games, Sato Kei Shoten Co., Ltd., Skor-Mor, Spear's Games, Das Spiel, Spielquader, Volume-One Products, Waddington's Games, Inc., Wm F. Drueke & Sons, Inc., Wood Expressions, Woodstock Spiele, WorldWise Imports, LLC, ZTS Plastyk]",[Abstract Strategy],[Area Enclosure]
99,Village,(2011),2,4,4,"[60, 90]",12,3.07,"[Inka Brand, Markus Brand]",[Dennis Lohausen],"[999 Games, Albi, Delta Vision Publishing, eggertspiele, Fantasmagoria, Fire on Board Jogos, Gigamic, hobbity.eu, Hobby Japan, KADABRA, Kaissa Chess & Games, Lautapelit.fi, Ludicus, Ludonova, Pegasus Spiele, Stronghold Games, Swan Panasia Co., Ltd., Tasty Minstrel Games, uplay.it edizioni, Zvezda]","[Farming, Medieval]","[Set Collection, Worker Placement]"
100,Jaipur,(2009),2,2,2,"[30, 30]",12,1.54,[Sébastien Pauchon],[Alexandre Roche],"[Asmodee, cutia.ro, Esdevium, GameWorks SàRL, Kaissa Chess & Games, REBEL.pl, Siam Board Games]","[Animals, Card Game]","[Card Drafting, Hand Management, Set Collection]"
101,Ticket to Ride: Nordic Countries,(2007),2,3,3,"[30, 60]",8,2.00,[Alan R. Moon],"[Cyrille Daujean, Julien Delval]","[Days of Wonder, Lautapelit.fi, Nordic Games GmbH]","[Trains, Transportation, Travel]","[Card Drafting, Hand Management, Route/Network Building, Set Collection]"
102,Gloomhaven,(2017),1,4,3–4,"[90, 150]",12,3.71,[Isaac Childres],"[Alexandr Elichev, Josh T. McDowell, Alvaro Nebot]",[Cephalofair Games],"[Adventure, Economic, Exploration, Fantasy, Fighting]","[Co-operative Play, Grid Movement, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers]"
103,Tichu,(1991),3,10,4,"[60, 60]",10,2.35,[Urs Hostettler],"[Res Brandenberger, François Bruel, Philippe Guérin, Chris Quilliams, Valerie Vekemans, Franz Vohwinkel]","[999 Games, ABACUSSPIELE, Fata Morgana Spiele, Filosofia Éditions, G3, Hobby World, HomoLudicus, Korea Boardgames co., Ltd., Playhouse Ltd, Rio Grande Games, Swan Panasia Co., Ltd., uplay.it edizioni, Vennerød Forlag AS]",[Card Game],"[Betting/Wagering, Hand Management, Partnerships, Trick-taking]"
